ADCODE99,Mus musculus,Rattus norvegicus
410883,NA,NA
410902,NA,NA
410922,NA,NA
410923,NA,NA
410926,NA,NA
410927,NA,NA
410928,NA,NA
411002,NA,NA
411023,NA,NA
411024,NA,NA
411025,NA,NA
411081,NA,NA
411082,NA,NA
411102,NA,NA
411103,NA,NA
411104,NA,NA
411121,NA,NA
411122,NA,NA
411202,NA,NA
411221,NA,NA
411222,NA,NA
411224,NA,NA
411281,NA,NA
411282,NA,NA
411302,NA,NA
411303,NA,NA
411321,NA,NA
411322,NA,NA
411323,0,0
411324,NA,NA
411325,NA,NA
411326,NA,NA
411327,NA,NA
411328,NA,NA
411329,NA,NA
411330,NA,NA
411381,NA,NA
411402,NA,NA
411403,NA,NA
411421,NA,NA
411422,NA,NA
411423,NA,NA
411424,NA,NA
411425,1,1
411426,NA,NA
411481,NA,NA
411502,NA,NA
411503,NA,NA
411521,NA,NA
411522,NA,NA
411523,1,1
411524,0,1
411525,NA,NA
411526,NA,NA
411527,NA,NA
411528,1,1
411602,NA,NA
411621,NA,NA
411622,NA,NA
411623,NA,NA
411624,NA,NA
411625,NA,NA
411626,NA,NA
411627,NA,NA
411628,NA,NA
411681,NA,NA
411702,NA,NA
411721,NA,NA
411722,NA,NA
411723,NA,NA
411724,NA,NA
411725,NA,NA
411726,NA,NA
411727,NA,NA
411728,NA,NA
411729,NA,NA
419001,NA,NA
420102,NA,NA
420103,NA,NA
420104,NA,NA
420105,NA,NA
420106,0,0
420107,NA,NA
420111,NA,NA
420112,NA,NA
420113,NA,NA
420114,NA,NA
420115,NA,NA
420116,NA,NA
420117,NA,NA
420202,NA,NA
420203,NA,NA
420204,NA,NA
420205,NA,NA
420222,NA,NA
420281,0,0
420302,NA,NA
420303,NA,NA
420321,NA,NA
420322,0,0
420323,NA,NA
420324,NA,NA
420325,0,0
420381,NA,NA
420502,NA,NA
420503,NA,NA
420504,NA,NA
420505,NA,NA
420506,NA,NA
420525,NA,NA
420526,0,0
420527,0,0
420528,0,0
420529,NA,NA
420581,NA,NA
420582,NA,NA
420583,NA,NA
420602,NA,NA
420606,NA,NA
420607,NA,NA
420624,NA,NA
420625,NA,NA
420626,NA,NA
420682,NA,NA
420683,NA,NA
420684,NA,NA
420702,NA,NA
420703,NA,NA
420704,NA,NA
420802,NA,NA
420804,NA,NA
420821,NA,NA
420822,NA,NA
420881,NA,NA
420902,NA,NA
420921,NA,NA
420922,NA,NA
420923,NA,NA
420981,NA,NA
420982,NA,NA
420984,NA,NA
421002,NA,NA
421003,NA,NA
421022,NA,NA
421023,NA,NA
421024,NA,NA
421081,NA,NA
421083,NA,NA
421087,NA,NA
421102,NA,NA
421121,NA,NA
421122,NA,NA
421123,NA,NA
421124,NA,NA
421125,NA,NA
421126,NA,NA
421127,NA,NA
421181,NA,NA
421182,NA,NA
421202,NA,NA
421221,NA,NA
421222,NA,NA
421223,NA,NA
421224,NA,NA
421281,NA,NA
421303,NA,NA
421321,NA,NA
421381,NA,NA
422801,0,0
422802,NA,NA
422822,NA,NA
422823,0,0
422825,NA,NA
422826,NA,NA
422827,NA,NA
422828,NA,NA
429004,NA,NA
429005,NA,NA
429006,NA,NA
429021,1,1
430102,NA,NA
430103,NA,NA
430104,NA,NA
430105,NA,NA
430111,NA,NA
430112,NA,NA
430121,NA,NA
430124,NA,NA
430181,0,0
430202,NA,NA
430203,NA,NA
430204,NA,NA
430211,NA,NA
430221,NA,NA
430223,NA,NA
430224,NA,NA
430225,NA,NA
430281,NA,NA
430302,NA,NA
430304,NA,NA
430321,NA,NA
430381,NA,NA
430382,NA,NA
430405,NA,NA
430406,NA,NA
430407,NA,NA
430408,NA,NA
430412,NA,NA
430421,NA,NA
430422,0,0
430423,NA,NA
430424,NA,NA
430426,NA,NA
430481,NA,NA
430482,0,0
430502,NA,NA
430503,0,0
430511,NA,NA
430521,NA,NA
430522,NA,NA
430523,0,0
430524,NA,NA
430525,NA,NA
430527,0,0
430528,NA,NA
430529,NA,NA
430581,NA,NA
430602,NA,NA
430603,NA,NA
430611,NA,NA
430621,NA,NA
430623,0,1
430624,NA,NA
430626,NA,NA
430681,1,1
430682,NA,NA
430702,NA,NA
430703,NA,NA
430721,NA,NA
430722,NA,NA
430723,NA,NA
430724,NA,NA
430725,0,0
430726,NA,NA
430781,NA,NA
430802,NA,NA
430811,NA,NA
430821,NA,NA
430822,NA,NA
430902,NA,NA
430903,NA,NA
430921,NA,NA
430922,NA,NA
430923,NA,NA
430981,0,0
431002,NA,NA
431003,NA,NA
431021,0,0
431022,NA,NA
431023,NA,NA
431024,NA,NA
431025,NA,NA
431026,NA,NA
431027,NA,NA
431028,NA,NA
431081,NA,NA
431102,NA,NA
431103,NA,NA
431121,NA,NA
431122,NA,NA
431123,NA,NA
431124,NA,NA
431125,NA,NA
431126,0,0
431127,NA,NA
431128,NA,NA
431129,NA,NA
431202,NA,NA
431221,NA,NA
431222,0,0
431223,0,0
431224,0,0
431225,NA,NA
431226,NA,NA
431227,0,0
431228,NA,NA
431229,0,0
431230,0,0
431281,0,0
431302,NA,NA
431321,NA,NA
431322,NA,NA
431381,NA,NA
431382,NA,NA
433101,0,0
433122,NA,NA
433123,NA,NA
433124,NA,NA
433125,NA,NA
433126,NA,NA
433127,NA,NA
433130,NA,NA
440103,NA,NA
440104,0,1
440105,NA,NA
440106,NA,NA
440111,1,1
440112,NA,NA
440113,0,1
440114,0,1
440115,NA,NA
440116,NA,NA
440183,0,0
440184,0,1
440203,NA,NA
440204,NA,NA
440205,0,0
440222,0,0
440224,0,0
440229,NA,NA
440232,0,0
440233,NA,NA
440281,0,0
440282,NA,NA
440303,NA,NA
440304,NA,NA
440305,NA,NA
440306,NA,NA
440307,NA,NA
440308,NA,NA
440402,NA,NA
440403,NA,NA
440404,NA,NA
440507,NA,NA
440511,0,1
440512,NA,NA
440513,NA,NA
440514,NA,NA
440515,NA,NA
440523,NA,NA
440604,NA,NA
440605,0,0
440606,0,0
440607,0,0
440608,NA,NA
440703,NA,NA
440704,NA,NA
440705,NA,NA
440781,0,0
440783,NA,NA
440784,NA,NA
440785,NA,NA
440802,0,0
440803,NA,NA
440804,NA,NA
440811,NA,NA
440823,0,0
440825,0,0
440881,0,0
440882,0,0
440883,NA,NA
440902,NA,NA
440903,NA,NA
440923,NA,NA
440981,0,0
440982,0,0
440983,0,0
441202,NA,NA
441203,NA,NA
441223,NA,NA
441224,NA,NA
441225,0,0
441226,NA,NA
441283,0,0
441284,NA,NA
441302,NA,NA
441303,0,0
441322,NA,NA
441323,0,0
441324,0,0
441402,NA,NA
441403,0,0
441422,0,0
441423,0,0
441424,NA,NA
441426,NA,NA
441427,NA,NA
441481,NA,NA
441502,NA,NA
441521,0,0
441523,NA,NA
441581,0,0
441602,NA,NA
441621,0,0
441622,NA,NA
441623,0,0
441624,0,0
441625,NA,NA
441702,NA,NA
441721,NA,NA
441723,NA,NA
441781,0,0
441802,NA,NA
441803,NA,NA
441821,NA,NA
441823,0,0
441825,NA,NA
441826,NA,NA
441881,0,0
441882,0,0
441900,NA,NA
442000,0,0
445102,NA,NA
445103,NA,NA
445122,0,0
445202,NA,NA
445203,NA,NA
445222,NA,NA
445224,NA,NA
445281,0,0
445302,NA,NA
445321,NA,NA
445322,NA,NA
445323,NA,NA
445381,0,0
450102,NA,NA
450103,NA,NA
450105,NA,NA
450107,NA,NA
450108,NA,NA
450109,0,0
450122,NA,NA
450123,NA,NA
450124,NA,NA
450125,NA,NA
450126,NA,NA
450127,NA,NA
450202,NA,NA
450203,NA,NA
450204,NA,NA
450205,NA,NA
450221,NA,NA
450222,NA,NA
450223,NA,NA
450224,0,0
450225,NA,NA
450226,NA,NA
450302,NA,NA
450303,NA,NA
450304,NA,NA
450305,NA,NA
450311,NA,NA
450312,NA,NA
450321,0,0
450323,NA,NA
450324,NA,NA
450325,NA,NA
450326,NA,NA
450327,NA,NA
450328,0,0
450329,NA,NA
450330,NA,NA
450331,NA,NA
450332,0,0
450403,NA,NA
450405,NA,NA
450406,NA,NA
450421,NA,NA
450422,NA,NA
450423,NA,NA
450481,NA,NA
450502,NA,NA
450503,NA,NA
450512,NA,NA
450521,0,0
450602,NA,NA
450603,NA,NA
450621,0,0
450681,NA,NA
450702,NA,NA
450703,NA,NA
450721,NA,NA
450722,0,0
450802,NA,NA
450803,NA,NA
450804,NA,NA
450821,0,0
450881,NA,NA
450902,NA,NA
450903,NA,NA
450921,NA,NA
450922,NA,NA
450923,NA,NA
450924,NA,NA
450981,NA,NA
451002,NA,NA
451021,NA,NA
451022,0,0
451023,NA,NA
451024,NA,NA
451025,0,0
451026,0,0
451027,NA,NA
451028,NA,NA
451029,NA,NA
451030,NA,NA
451031,1,0
451102,NA,NA
451121,NA,NA
451122,NA,NA
451123,NA,NA
451202,NA,NA
451221,NA,NA
451222,NA,NA
451223,NA,NA
451224,NA,NA
451225,0,0
451226,NA,NA
451227,NA,NA
451228,NA,NA
451229,NA,NA
451281,NA,NA
451302,NA,NA
451321,NA,NA
451322,NA,NA
451323,NA,NA
451324,NA,NA
451381,NA,NA
451402,NA,NA
451421,0,0
451422,0,0
451423,0,0
451424,0,0
451425,NA,NA
451481,0,0
460105,NA,NA
460106,NA,NA
460107,0,0
460108,NA,NA
460200,0,1
469001,1,0
469002,0,0
469003,0,0
469005,0,0
469006,0,0
469007,1,0
469021,NA,NA
469022,NA,NA
469023,0,0
469024,0,1
469025,0,1
469026,0,0
469027,1,1
469028,0,0
469029,0,0
469030,0,0
500101,1,1
500102,1,1
500103,1,1
500104,1,1
500105,NA,NA
500106,1,1
500107,1,1
500108,1,1
500109,1,1
500110,1,1
500111,1,1
500112,1,1
500113,1,1
500114,1,1
500115,1,1
500116,1,1
500117,1,1
500118,1,1
500119,1,1
500223,1,1
500224,1,1
500226,1,1
500227,1,1
500228,1,1
500229,1,1
500230,1,1
500231,1,1
500232,1,1
500233,1,1
500234,1,1
500235,1,1
500236,1,1
500237,1,1
500238,1,1
500240,1,1
500241,1,1
500242,1,1
500243,1,1
510104,1,1
510105,1,1
510106,1,1
510107,1,1
510108,1,1
510112,1,1
510113,1,1
510114,1,1
510115,1,1
510121,1,1
510122,1,1
510124,1,1
510129,1,1
510131,1,1
510132,1,1
510181,1,1
510182,1,1
510183,1,1
510184,1,1
510302,1,1
510303,1,1
510304,1,1
510311,1,1
510321,1,1
510322,1,1
510402,1,1
510403,1,1
510411,1,1
510421,1,1
510422,1,1
510502,1,1
510503,1,1
510504,1,1
510521,1,1
510522,1,1
510524,1,1
510525,1,1
510603,1,1
510623,1,1
510626,1,1
510681,1,1
510682,1,1
510683,1,1
510703,1,1
510704,1,1
510722,1,1
510723,1,1
510724,1,1
510725,1,1
510726,1,1
510727,1,1
510781,1,1
510802,1,1
510811,1,1
510812,1,1
510821,1,1
510822,1,1
510823,1,1
510824,1,1
510903,1,1
510904,1,1
510921,1,1
510922,1,1
510923,1,1
511002,NA,NA
511011,1,1
511024,1,1
511025,1,1
511028,1,1
511102,NA,NA
511111,1,1
511112,1,1
511113,1,1
511123,1,1
511124,1,1
511126,1,1
511129,1,1
511132,1,1
511133,1,1
511181,1,1
511302,1,1
511303,1,1
511304,1,1
511321,1,1
511322,1,1
511323,1,1
511324,1,1
511325,1,1
511381,1,1
511402,1,1
511421,1,1
511422,1,1
511423,1,1
511424,1,1
511425,1,1
511502,1,1
511503,1,1
511521,1,1
511523,1,1
511524,1,1
511525,1,1
511526,1,1
511527,1,1
511528,1,1
511529,1,1
511602,1,1
511603,NA,NA
511621,1,1
511622,1,1
511623,1,1
511681,1,1
511702,1,1
511703,1,1
511722,1,1
511723,1,1
511724,1,1
511725,1,1
511781,1,1
511802,1,1
511803,1,1
511822,1,1
511823,1,1
511824,1,1
511825,1,1
511826,1,1
511827,1,1
511902,1,1
511903,NA,NA
511921,1,1
511922,1,1
511923,1,1
512002,1,1
512021,1,1
512022,1,1
512081,1,1
513221,1,1
513222,1,1
513223,1,1
513224,1,1
513225,1,1
513226,1,1
513227,1,1
513228,1,1
513229,1,1
513230,1,1
513231,1,1
513232,1,1
513233,1,1
513321,1,1
513322,1,1
513323,1,1
513324,1,1
513325,1,1
513326,1,1
513327,1,1
513328,1,1
513329,1,1
513330,1,1
513331,1,1
513332,1,1
513333,1,1
513334,1,1
513335,1,1
513336,1,1
513337,1,1
513338,1,1
513401,1,1
513422,1,1
513423,1,1
513424,1,1
513425,1,1
513426,1,1
513427,1,1
513428,1,1
513429,1,1
513430,1,1
513431,1,1
513432,1,1
513433,1,1
513434,1,1
513435,1,1
513436,1,1
513437,1,1
520102,1,1
520103,1,1
520111,1,1
520112,NA,NA
520113,NA,NA
520115,NA,NA
520121,1,1
520122,1,1
520123,1,1
520181,1,1
520201,1,1
520203,1,1
520221,1,1
520222,1,1
520302,1,1
520303,1,1
520321,1,1
520322,1,1
520323,1,1
520324,1,1
520325,1,1
520326,1,1
520327,1,1
520328,1,1
520329,1,1
520330,1,1
520381,1,1
520382,1,1
520402,1,1
520421,1,1
520422,1,1
520423,1,1
520424,1,1
520425,1,1
520502,1,1
520521,1,1
520522,1,1
520523,1,1
520524,1,1
520525,1,1
520526,1,1
520527,1,1
520602,1,1
520603,1,1
520621,1,1
520622,1,1
520623,1,1
520624,1,1
520625,1,1
520626,1,1
520627,1,1
520628,1,1
522301,1,1
522322,1,1
522323,1,1
522324,1,1
522325,1,1
522326,1,1
522327,1,1
522328,1,1
522601,1,1
522622,1,1
522623,1,1
522624,1,1
522625,1,1
522626,1,1
522627,1,1
522628,1,1
522629,1,1
522630,1,1
522631,1,1
522632,1,1
522633,1,1
522634,1,1
522635,1,1
522636,1,1
522701,1,1
522702,1,1
522722,1,1
522723,1,1
522725,1,1
522726,1,1
522727,1,1
522728,1,1
522729,1,1
522730,1,1
522731,1,1
522732,1,1
530102,NA,NA
530103,NA,NA
530111,NA,NA
530112,NA,NA
530113,0,0
530114,0,0
530122,0,0
530124,0,0
530125,0,1
530126,NA,NA
530127,NA,NA
530128,0,0
530129,1,1
530181,0,0
530302,NA,NA
530321,NA,NA
530322,NA,NA
530323,NA,NA
530324,1,1
530325,NA,NA
530326,1,1
530328,NA,NA
530381,1,1
530402,NA,NA
530421,NA,NA
530422,0,0
530423,1,1
530424,NA,NA
530425,0,1
530426,NA,NA
530427,0,0
530428,1,1
530502,NA,NA
530521,0,0
530522,1,1
530523,1,1
530524,1,1
530602,1,0
530621,0,0
530622,NA,NA
530623,NA,NA
530624,0,0
530625,0,1
530626,0,0
530627,0,0
530628,0,0
530629,1,1
530630,NA,NA
530702,NA,NA
530721,1,1
530722,0,0
530723,NA,NA
530724,1,1
530802,1,1
530821,NA,NA
530822,0,0
530823,1,0
530824,NA,NA
530825,NA,NA
530826,NA,NA
530827,1,0
530828,0,0
530829,0,0
530902,NA,NA
530921,0,0
530922,0,0
530923,1,0
530924,0,0
530925,0,0
530926,1,0
530927,1,0
532301,NA,NA
532322,0,0
532323,NA,NA
532324,1,1
532325,NA,NA
532326,0,0
532327,0,0
532328,0,0
532329,0,0
532331,0,0
532501,1,1
532502,1,0
532503,1,1
532504,1,0
532523,0,0
532524,1,1
532525,0,0
532527,0,0
532528,0,0
532529,NA,NA
532530,1,1
532531,0,0
532532,0,1
532621,0,0
532622,NA,NA
532623,0,0
532624,1,1
532625,NA,NA
532626,0,0
532627,0,0
532628,NA,NA
532801,1,0
532822,1,0
532823,0,0
532901,1,1
532922,0,0
532923,1,1
532924,1,1
532925,1,1
532926,NA,NA
532927,0,1
532928,1,1
532929,0,1
532930,1,1
532931,1,1
532932,0,0
533102,1,1
533103,1,1
533122,1,0
533123,1,1
533124,1,1
533321,1,1
533323,1,0
533324,0,1
533325,1,1
533421,0,0
533422,0,1
533423,0,0
540102,1,1
540121,0,0
540122,1,0
540123,NA,NA
540124,0,0
540125,NA,NA
540126,NA,NA
540127,NA,NA
542121,0,0
542122,0,0
542123,NA,NA
542124,0,0
542125,0,0
542126,0,0
542127,0,0
542128,0,0
542129,0,0
542132,0,0
542133,NA,NA
542221,NA,NA
542222,NA,NA
542223,NA,NA
542224,NA,NA
542225,NA,NA
542226,NA,NA
542227,0,0
542228,NA,NA
542229,NA,NA
542231,0,0
542232,1,0
542233,NA,NA
542301,NA,NA
542322,NA,NA
542323,0,0
542324,1,0
542325,NA,NA
542326,NA,NA
542327,0,0
542328,NA,NA
542329,0,0
542330,NA,NA
542331,NA,NA
542332,NA,NA
542333,0,0
542334,0,0
542335,1,0
542336,1,0
542337,NA,NA
542338,NA,NA
542421,1,0
542422,NA,NA
542423,NA,NA
542424,NA,NA
542425,0,0
542426,NA,NA
542427,NA,NA
542428,NA,NA
542429,NA,NA
542430,0,0
542431,NA,NA
542521,0,0
542522,0,0
542523,NA,NA
542524,0,0
542525,0,0
542526,NA,NA
542527,NA,NA
542621,0,0
542622,NA,NA
542623,0,0
542624,0,0
542625,1,0
542626,0,0
542627,0,0
610102,NA,NA
610103,1,1
610104,1,1
610111,1,1
610112,1,1
610113,1,1
610114,1,1
610115,1,1
610116,NA,NA
610122,1,1
610124,1,1
610125,1,1
610126,1,1
610202,1,1
610203,1,1
610204,1,1
610222,1,1
610302,1,1
610303,1,1
610304,1,1
610322,1,1
610323,1,1
610324,1,1
610326,1,1
610327,1,1
610328,1,1
610329,1,1
610330,1,1
610331,1,1
610402,1,1
610403,1,1
610404,1,1
610422,1,1
610423,1,1
610424,1,1
610425,1,1
610426,1,1
610427,1,1
610428,1,1
610429,1,1
610430,1,1
610431,1,1
610481,1,1
610502,1,1
610521,1,1
610522,1,1
610523,1,1
610524,1,1
610525,1,1
610526,1,1
610527,1,1
610528,1,1
610581,1,1
610582,1,1
610602,1,1
610621,1,1
610622,1,1
610623,1,1
610624,1,1
610625,1,1
610626,1,1
610627,1,1
610628,1,1
610629,1,1
610630,1,1
610631,1,1
610632,1,1
610702,1,1
610721,1,1
610722,1,1
610723,1,1
610724,1,1
610725,1,1
610726,1,1
610727,1,1
610728,1,1
610729,1,1
610730,1,1
610802,1,1
610821,1,1
610822,1,1
610823,1,1
610824,1,1
610825,1,1
610826,1,1
610827,1,1
610828,1,1
610829,1,1
610830,1,1
610831,1,1
610902,1,1
610921,1,1
610922,1,1
610923,1,1
610924,1,1
610925,1,1
610926,1,1
610927,1,1
610928,1,1
610929,1,1
611002,1,1
611021,1,1
611022,1,1
611023,1,1
611024,1,1
611025,1,1
611026,1,1
620102,NA,NA
620103,1,1
620104,1,1
620105,1,1
620111,1,1
620121,1,1
620122,1,1
620123,1,1
620200,1,1
620302,1,1
620321,1,1
620402,1,1
620403,1,1
620421,1,1
620422,1,1
620423,1,1
620502,1,1
620503,1,1
620521,1,1
620522,1,1
620523,1,1
620524,1,1
620525,1,1
620602,1,1
620621,1,1
620622,1,1
620623,1,1
620702,1,1
620721,1,1
620722,1,1
620723,1,1
620724,1,1
620725,1,1
620802,1,1
620821,1,1
620822,1,1
620823,1,1
620824,1,1
620825,1,1
620826,1,1
620902,1,1
620921,1,1
620922,1,1
620923,1,1
620924,1,1
620981,1,1
620982,1,1
621002,1,1
621021,1,1
621022,1,1
621023,1,1
621024,1,1
621025,1,1
621026,1,1
621027,1,1
621102,1,1
621121,1,1
621122,1,1
621123,1,1
621124,1,1
621125,1,1
621126,1,1
621202,1,1
621221,1,1
621222,1,1
621223,1,1
621224,1,1
621225,1,1
621226,1,1
621227,1,1
621228,1,1
622901,1,1
622921,1,1
622922,1,1
622923,1,1
622924,1,1
622925,1,1
622926,1,1
622927,1,1
623001,1,1
623021,1,1
623022,1,1
623023,1,1
623024,1,1
623025,1,1
623026,1,1
623027,1,1
630102,NA,NA
630103,NA,NA
630104,NA,NA
630105,NA,NA
630121,1,0
630122,1,0
630123,1,1
630202,1,0
630221,NA,NA
630222,1,0
630223,1,0
630224,NA,NA
630225,1,0
632221,1,0
632222,1,0
632223,1,1
632224,0,0
632321,1,0
632322,1,0
632323,1,0
632324,0,0
632521,1,0
632522,NA,NA
632523,NA,NA
632524,1,0
632525,1,0
632621,1,0
632622,0,0
632623,1,0
632624,0,0
632625,0,0
632626,0,0
632701,1,0
632722,0,0
632723,0,0
632724,0,0
632725,0,0
632726,0,0
632801,1,1
632802,1,1
632821,1,1
632822,0,0
632823,1,1
632830,NA,NA
640104,NA,NA
640105,1,1
640106,NA,NA
640121,0,0
640122,1,1
640181,0,0
640202,NA,NA
640205,NA,NA
640221,0,0
640302,NA,NA
640303,NA,NA
640323,0,0
640324,0,0
640381,0,0
640402,0,0
640422,1,0
640423,0,0
640424,0,0
640425,0,0
640502,NA,NA
640521,0,0
640522,0,0
650102,NA,NA
650103,NA,NA
650104,NA,NA
650105,NA,NA
650106,NA,NA
650107,0,0
650109,NA,NA
650121,1,0
650202,NA,NA
650203,0,0
650204,NA,NA
650205,0,0
652101,0,0
652122,NA,NA
652123,NA,NA
652201,0,0
652222,0,0
652223,1,0
652301,NA,NA
652302,0,0
652323,0,0
652324,0,1
652325,1,0
652327,NA,NA
652328,1,0
652701,0,1
652702,1,1
652722,0,0
652723,0,0
652801,0,0
652822,NA,NA
652823,0,0
652824,0,0
652825,0,0
652826,NA,NA
652827,0,0
652828,NA,NA
652829,NA,NA
652901,0,0
652922,NA,NA
652923,NA,NA
652924,NA,NA
652925,NA,NA
652926,NA,NA
652927,NA,NA
652928,0,0
652929,NA,NA
653001,NA,NA
653022,NA,NA
653023,NA,NA
653024,NA,NA
653101,NA,NA
653121,NA,NA
653122,NA,NA
653123,NA,NA
653124,NA,NA
653125,NA,NA
653126,NA,NA
653127,0,0
653128,NA,NA
653129,NA,NA
653130,0,0
653131,0,0
653201,0,0
653221,NA,NA
653222,NA,NA
653223,NA,NA
653224,0,0
653225,NA,NA
653226,NA,NA
653227,0,0
654002,NA,NA
654003,1,0
654021,NA,NA
654022,1,0
654023,0,0
654024,0,0
654025,0,0
654026,0,0
654027,0,0
654028,1,0
654201,1,0
654202,1,0
654221,1,0
654223,0,0
654224,0,0
654225,0,0
654226,0,0
654301,0,0
654321,1,0
654322,1,0
654323,0,0
654324,0,0
654325,0,0
654326,0,0
659001,NA,NA
659002,0,0
659003,NA,NA
659004,0,0
659005,NA,NA
659006,NA,NA
